candidate,party,receipts,disbursements,ind_contributors
"SOSTACK, BRADLEY",REP,161366.96,161366.96,104421.3
"SOTO, DARREN",DEM,1511579.05,1534325.41,630932.7
"SOULES, MERRIE LEE MS.",DEM,34710.83,47897.75,0
"SOWARDS, GREG",REP,0,0,0
"SPADEA, BILL",REP,0,0,0
"SPAIN, PAUL DOUGLAS",REP,4970,5050,2763
"SPALDING, CARLA ARLENE",IND,779003.61,779206.99,775416.07
"SPAMPINATO, FRANCIS CESIDIO",REP,0,0,0
"SPANBERGER, ABIGAIL",DEM,7336619.41,7289953.38,6233443.33
"SPANO, VINCENT ROSS",REP,935843.75,934198.85,436116.75
"SPAULDING, STEPHANY ROSE",DEM,368323.3,327139.32,319567.98
"SPAWN, ELLEE",DEM,4,0,4
"SPEARMAN, PATRICIA",DEM,183092.07,183091.58,139467.93
"SPEIER, JACKIE",DEM,961914.11,748371.32,614928.56
"SPENCER, JOHN D",REP,0,0,0
"SPENCER, LUKE",LIB,7506.96,7419.14,2254.68
"SPENCER, PAUL JOHN MR.",DEM,270092.89,270092.89,265593.99
"SPIERS, JON P DR",REP,50137.77,49827.22,35737.77
"SPOERER, CARL",DEM,26195.74,25987.84,8228.18
"SPONHEIM, DAVID JON",OTH,246,1081,162
"SPOTORNO, FRANK",REP,17060,75345.32,0
"SPOTORNO, FRANK",REP,17060,75345.32,0
"SPRATT, JOHN MCKEE JR HON",DEM,1011.55,4162,0
"SPRAYBERRY, CARL",DEM,0,0,0
"SRAIL, JAMES RYAN MR.",IND,0,0,0
"SRAN, DEEP",DEM,270867.56,270867.56,249793
"ST JOHN, ERICK BRENDAN",NPA,9348,9251.86,7843
"ST. CLAIR, LUCAS",DEM,710128.97,707087.78,621835.37
"STAATS, RICHARD BRADLEY",REP,0,0,0
"STABENOW, DEBBIE",DEM,13467045.34,14887956.2,9550645.22
"STAGG, SILVIA",REP,600,600,0
"STANDLEY, KELLY D 1969",LIB,0,0,0
"STANKEVICH, NICHOLAS RICHARD MR.",DEM,96061.2,97561.2,34061.2
"STANLEY, BLAKE",REP,6890,5900.05,2640
"STANTON, GREG",DEM,2510256.26,2465870.87,2017183.95
"STARRETT, GRANT",REP,8719.26,12443.69,0
"STAUBER, PETE",REP,1777703.02,1759366.79,1243565.18
"STEARNS, CANDIUS MRS.",REP,247170,247170,80170
"STEARNS, CLIFFORD B.",REP,164752.19,260308.22,0
"STEELE, DAYNA MS.",DEM,902066.46,901866.46,859594.67
"STEELE, MICHAEL REVEREND",DEM,196,0,193
"STEELE, VICTORIA L",DEM,290.25,19168.23,0
"STEELMAN, SARAH H",REP,0,434,0
"STEEN, KEVIN ADAM",REP,48894.9,47141.6,39745.52
"STEFANIK, ELISE M.",REP,2808067.15,2998027.64,1071833.95
"STEIL, BRYAN GEORGE",REP,2314018.67,2287662.97,1671550.93
"STEIN, JILL",GRE,2127848.92,2103795.4,1634.5
"STELLA, DOMINICK J. M.D.",REP,293806.37,291449.89,67400
"STEPHENS, ALLISON A",DEM,50031.42,30400.15,37101.54
"STEPP, KENNETH STEPHENSON",DEM,2215,2215,1539
"STERNAD, JUSTIN LAMAR",DEM,14,14,0
"STEUBE, W. GREG",REP,879106.19,694037.76,616756.19
"STEVENS, CEAN",LIB,0.56,930,0
"STEVENS, HALEY",DEM,4199606.98,4184088.91,3176601.74
"STEVENS, TYLER SAGE CORDINGLEY MR.",REP,35695.64,26580.71,13763.57
"STEWART, CHRIS",REP,987509.79,938943.7,416297.64
"STEWART, COREY ALAN",REP,2814961.24,2785265.68,2729895.05
"STINSON, BILL",NPA,0,0,0
"STIVERS, STEVE MR.",REP,4097282.6,5001718.91,1251968.49
"STOCK, MARGARET",IND,15393,17241,0
"STOCKHAM, CHARLES (CASPER) WESLEY",REP,35230.13,35566.45,34367
"STOCKHAM, CHARLES WESLEY (CASPER)",REP,109.86,636.18,0
"STOCKMAN, STEVE",REP,0,0.06,0
"STOCKSTILL, DANNY",REP,32192,26332.65,32072
"STOKES, STEVE",IND,135,918,104
"STOKES, STEVE",DEM,135,918,104
"STOLER, FELICIA",REP,24317,23097.07,21317
"STOLZ, JOHN",DEM,7432.4,7432.4,4677.78
"STONE, RYAN HENRY",DEM,15482.37,15482.37,15129.26
"STOPA, MICHAEL P",REP,0,0,0
"STORMENT, BRANDON",DEM,1019.06,1019.06,3.43
"STOTTS-PEARSON, ERIKA",DEM,9494.81,8093.54,8091.12
"STOVALL, DWAYNE",REP,0,0,0
"STOVALL, DWAYNE",IND,11465.67,7748.68,5700
"STOVALL, ROBERT",REP,159554.5,157404.17,118019
"STOVER, LINDSEY DAVIS",DEM,1045706.61,1045703.61,1008881.3
"STRANDBERG, GREG",DEM,0.6,0,0
"STRANGE, LUTHER J III",REP,5492899,5658258.13,2954628
"STRAW, ANDREW U D",GRE,0,0,0
"STREUSAND, BENJAMIN EARL",REP,0,1073.75,0
"STRICKLAND, ANTHONY A",REP,0,0,0
"STRICKLAND, GLORIA DAWN",IND,0,0,0
"STRICKLAND, TED",DEM,36995.27,202835.75,0
"STUARD, GARY",GRE,0,0,0
"STUCKART, BEN",DEM,109302.67,116538.83,97419.47
"STUMP, BOB",REP,21980,21980,21980
"STURGILL, JONATHAN SCOTT",REP,720299.18,719859.83,552264.86
"STURM, SCOTT 1974",DEM,95,0,95
"STUTZMAN, MARLIN A",REP,13631,14508,0
"STUTZMAN, MARLIN A",REP,13631,14508,0
"SUBICK, JULIAN",IND,0,0,0
"SUDDARTH, JOHN",DEM,92041.4,92041.4,54963.02
"SULLIVAN, DAN",REP,1332146.29,328214.09,779073.1
"SULLIVAN, JOE",DEM,245779.83,245779.83,194518.95
"SULLIVAN, MAURA CORBY",DEM,2017224.45,2002219.6,1842106.99
"SULLIVAN, SUE",DEM,66358.77,66358.77,66358.77
"SUMPTION, MILTON J",DEM,0,0,0
"SUNDQUIST, EDWARD A.",DEM,124482.87,124482.87,80776.15
"SUOZZI, THOMAS",DEM,2741694.89,1483584.61,1850342.04
"SUTHERLAND, MATTHEW JAMES MR.",DEM,14311.78,8509.53,12218.78
"SUTHERLAND, ROBERT J",REP,0,251.19,0
"SVOBODA, FRANK B",DEM,50000,2853,0
"SVOBODA, STEVE",DEM,24697,24697,0
"SWALWELL, ERIC MICHAEL",DEM,3120878.72,2462007.82,2064355.03
"SWANK, KEITH R",REP,19084,19083,11908
"SWANN, WILLIE F MR.",DEM,13675.18,11635.8,13175.18
"SWANSON, ELINOR",LIB,12761.69,4023.32,3048.1
"SWANSON, VICTOR",DEM,80409.88,80409.88,78088.2
"SWEARENGIN, PAULA JEAN",DEM,219707.6,190099.03,213079.07
"SWEENEY, MIKE",REP,56221.11,55243.96,53221.11
"SWEENEY, TERRENCE MICHAEL",REP,5000,9603.56,5000
"SWENY, SARA KELLEN MRS.",IND,12393.46,10628.31,6552.5
"SWETT, KATRINA",DEM,16.15,81976.95,0
"SWETT, KATRINA",DEM,16.15,81976.95,0
"SWISHER, CARLTON AARON",DEM,133276.77,125832.31,115407.92
"SWITALSKI, MICHAEL NORBERT",DEM,0,1692,0
"SYKES, B COURTLAND",REP,34293,30921,25263
"SYLVESTER, CHRISTOPHER",IND,8403.13,7917.18,629
"SZELIGA, KATHY",REP,-2661,36592,-2695
"TACHE, LYNDA",REP,51459.35,51459.35,42655
"TACHERRA, JOHNNY",REP,5847.68,6036,250
"TADDEO, ANNETTE",DEM,5980.34,76776.97,980.34
"TAGER, ROBERT MATTHEW",DEM,33082,31688.78,25082
"TAGERT, MIKE",REP,0,0,0
"TAKAI, KYLE MARK",DEM,396.81,363354.35,0
"TAKAMI, ANDREW BENJAMIN",REP,169860,162885.63,156927
"TAKANO, MARK",DEM,1076805.17,1100014.99,724332.21
"TALLON, ROBIN",DEM,196913,157667,0
"TANNAHILL, TYLER NATHAN",REP,77818.5,77818.5,12718.5
"TANNER, JOHN S.",DEM,7.23,26183.74,0
"TANOOS, WILLIAM",DEM,229896.74,229896.74,189945.92
"TAPIO, NEAL",REP,182010,182010,21985
"TARASI, ELIZABETH M",DEM,237994.18,237994.18,230137.87
"TARKANIAN, DANNY",REP,2517336.84,2492030.66,2151627.17
"TARKANIAN, DANNY",REP,2491405.66,2467184.86,2132327.17
"TARPLEY, EDWARD L JR",REP,0,0,0
"TAUB, H. RUSSELL",REP,0,0,0
"TAUZIN, WILBERT J III",REP,13.44,4000,0
"TAYLOR, DWAYNE L",DEM,0,639,0
"TAYLOR, JAMES",REP,4111,6124,3105
"TAYLOR, JAMES EDWARD II",REP,0,0,0
"TAYLOR, KERITH STRANO",DEM,13330,16120.38,13330
"TAYLOR, NICHOLAS V.",REP,4666182.91,4473633.74,1019322
"TAYLOR, PAUL ALLEN MR",REP,9973,9972,4473
"TAYLOR, PRISCILLA ANN",DEM,0,24888.78,0
"TAYLOR, SCOTT W. MR.",REP,4035206.47,4083442.48,2675290.76
"TAYLOR, TOM",DEM,11104.83,10253.92,10650.43
"TEDESCHI, PETER D. MR.",REP,856814.05,856535.25,632995.69
"TEIJEIRO, ANNETTE",REP,125877.07,113308.24,25877.07
"TEIJEIRO, ANNETTE",REP,125877.07,113308.24,25877.07
"TEMPLE, SAMUEL",REP,14581.7,14405.05,14581.7
"TENENBAUM, MICHAEL",REP,0,0,0
"TENG, CHIA-CHI",REP,0,0,0
"TENNANT, NATALIE",DEM,0,13685,0
"TENNEY, CLAUDIA",REP,3327756.14,3338189.5,1225514.02
"TERRY, LEE",REP,2782.4,10443.13,0
"TESTER, JON",DEM,18686615.43,19757019.91,15034106.42
"THEOBALD, PAUL GILBERT",DEM,80014.33,73490.07,75561.03
"THERON, DANIEL PETER",REP,828,439,0
"THERRIEN, DAVID",REP,19458.15,7497.74,15
"THOM, SEAN A",DEM,11980.36,11980.36,11300.81
"THOM, SEAN A",DEM,11980.36,11980.36,11300.81
"THOMAS, CHARLES 'TREY' DR III",REP,0,0,0
"THOMAS, EVAN CHARLES",DEM,0,0,0
"THOMAS, JARED",REP,46468.26,46468.26,31333.59
"THOMAS, JEFFREY DANIEL",DEM,5528.01,3048.68,4525.35
"THOMAS, KATHI",DEM,40355.2,44254.63,36355.2
"THOMAS, KATHLEEN",DEM,40355.2,44254.63,36355.2
"THOMAS, KEVIN",DEM,9920,5180.44,9920
"THOMAS, MARY",REP,0,18832.62,0
"THOMAS, MARY MS",DEM,0,0,0
"THOMAS, REGINALD LEONARD ""REGGIE""",DEM,351512.73,351512.73,288512.73
"THOMAS, SUNIL MATHEW",DEM,9283.27,9283.27,8783
"THOMAS, VERONE A MR",DEM,3000,3032.29,3000
"THOMPSON, ANDREW",LIB,0,2545,0
"THOMPSON, BENNIE G.",DEM,1020602.35,1034483.93,205321.93
"THOMPSON, GLENN",REP,1390786.59,1442650.03,746991.39
"THOMPSON, HALLIE JESS",DEM,44843.96,44843.96,41286.54
"THOMPSON, JAMES A MR.",DEM,1483689.67,1483689.67,1412976.22
"THOMPSON, MIKE MR.",DEM,2132210.38,2088802.64,824122.94
"THONEY, ROGER",REP,0,152.16,0
"THORBURN, ANDY",DEM,3161418.81,3161380.92,272314.92
"THORNBERRY, MAC",REP,1372999.46,1419932.49,712212.64
"THORNTON, DIERDRE",DEM,208155.4,170792.8,190035.67
"THORNTON, JOSH",OTH,5398,5398,4360
"THORPE, MARION D JR MD DR",REP,0,0,0
"THREATT, ARCHIE LEON",REP,1167.97,1266.34,0
"THRONE-HOLST, ANNA",DEM,3.32,28752.36,0
"THUNE, JOHN",REP,2540817.36,1593429.72,1297130.21
"THURMOND, MICHAEL LAMAR",DEM,0,0,0
"TIBERI, PATRICK J.",REP,2229387.77,2339529.45,573863
"TIEGEL, MARC",DEM,52578.08,52565.68,30458.08
"TIERNEY, JOHN F",DEM,2088.82,82354.8,0
"TIERNEY, THOMAS P",REP,400,752,0
"TILGHMAN, JEROME LEANDER",DEM,29024,29027,2501
"TILGHMAN, WILLIAM F",DEM,0,0,0
"TILLEMANN, LEVI",DEM,351801.95,351801.95,326018.67
"TILLIS, THOM R",REP,2389872.26,490922.26,1241970.64
"TIMMONS, WILLIAM R. IV",REP,1827157.42,1814017.85,401473.04
"TINUBU, GLORIA BROMELL",DEM,1200,1266.53,0
"TIPIRNENI, HIRAL",DEM,4579945.1,4479343.36,4279324
"TIPTON, SCOTT R.",REP,1600090.24,1669621.45,855235.44
"TITUS, DINA",DEM,755128.78,793261.5,267289.85
"TLAIB, RASHIDA",DEM,1666003.3,1598348.01,1509826.41
"TODD, IAN ANDREW",DFL,83118.91,81577.21,76700.61
"TOFT, STEVE",REP,305021.76,304917.76,253902.34
"TOMASZEWSKI, SCOT JOHN",DEM,34568.55,34568,0
"TOMKINS, ANTHONY DAVID",CON,0,39.3,0
"TOMKOWIAK, MATEUSZ",IND,0,0,0
"TONKO, PAUL DAVID",DEM,1340028.19,1243529.49,473201.09
"TOOMEY, PATRICK JOSEPH",REP,3139726.33,2042232.91,2095119.27
"TORRES RAY, PATRICIA",DEM,96970.51,93540.43,90021
"TORRES SMALL, XOCHITL",DEM,4810435.04,4641990.04,3862936.05
"TORRES, JOSE LAZARO",DEM,10411.74,10862.76,7580
"TORRES, NORMA",DEM,626350.38,628449.31,241931.84
"TORRICELLI, ROBERT G",DEM,318.62,115533.2,20
"TOWNSEND, BRYAN",DEM,6500,10931.38,0
"TOWNSEND, JAY",REP,0,0,0
"TOWNSEND, WILLIAM BILL MILLER",REP,30397.6,30397.6,5656.54
"TOYOS, ROLANDO",REP,47512,47512,27781
"TRACY, JIM",REP,0,0,0
"TRAHAN, LORI",DEM,2642928.98,2574631.67,1819341.82
"TRAMMELL, JOHN K",DEM,0,384.52,0
"TRAN, KHANH",DEM,7265,7208.91,7000
"TRAN, MAI-KHANH",DEM,1549901.96,1549901.96,719047.06
"TRAUNER, GARY",DEM,910722.7,910723.29,851965.88
"TREVINO, RICARDO JOSE JR",DEM,56021.38,43103.09,40944.77
"TRIANTAPHYLLIS, ALEXANDER",DEM,1148100.53,1148005.4,1131564.02
"TRIBBLE, CLINT",REP,0,0,0
"TRITCH, COURTNEY",DEM,859851.8,852221.6,826333.95
"TRONE, DAVID",DEM,18468367.89,18395507.62,553273.79
"TROOIEN, JERRY",IND,1698879.49,1698195.17,5476
"TROTT, DAVID A",REP,359615.88,386395.2,176075
"TRUAX, DOUGLAS LEE",REP,0,0,0
"TRUAX, TODD JAMES MR.",DEM,15242.23,16172.54,7564.23
"TRUJILLO, FLOYD",REP,0,0,0
"TRUMP, DONALD J",REP,67548285.1,55867086.82,27710521.67
"TRUNDLE, RYAN",DEM,23088.67,24181.6,23088.67
"TRUONO, EUGENE (GENE) J JR",REP,282633.99,282089.16,80958
"TRYON, STEPHEN P.",DEM,3637.61,216.21,2670
"TSONGAS, NICOLA S",DEM,329873.64,727804.34,179162.98
"TUCK, MICKEY",REP,0,305.43,0
"TUCKER, EVERETT CLARKE IV",DEM,2366991.03,2359234.62,2046047.43
"TUCKER, PAMELA Z",REP,0,590.29,0
"TURK, JACOB",REP,102642.92,102763.81,84551
"TURKAVAGE, ROBERT MR.",REP,10527,10526,9455
"TURNER, D LEE",DEM,30932.86,31426.06,30932.86
"TURNER, JIM",DEM,0,511485.82,0
"TURNER, MICHAEL R",REP,1238994.05,1471014.31,614970.45
"TURNHAM, JOSEPH R",DEM,0,0,0
"TUTORA, NICHOLAS",REP,7520,6464,960
"TYNIO, NATASHA ANYA",REP,10780,10773.19,10480
"TYSON, CARYN",REP,629705.01,326067.16,228150.31
"TYSZKIEWICZ, MAREK",DEM,0,0,0
"UDALL, TOM",DEM,892291.01,678058.35,784056.03
"UEHLINGER, SCOTT",REP,118199,118088.59,100199
"UNDERWOOD, LAUREN A",DEM,4927141.64,4891319.17,3982595.83
"UNGER, JOHN R II",DEM,106.46,0,0
"UPCHURCH, JOHN NEHRING MR.",DEM,287592.87,287592.87,212308.3
"UPTON, FREDERICK STEPHEN",REP,3123455.96,3580575.68,1161194.15
"VAID, OMAR M",DEM,213183.75,211292.1,100402.07
"VALADAO, DAVID",REP,3285165.34,3255419.06,1287443.99
"VALDES, ALINA IRENE MD",DEM,23900.32,23926.92,9359.38
"VALENCIA, PEDRO",DEM,5598.35,5566.46,2573.35
"VALENTINE, JAMES",NNE,0,6830.87,0
"VALIENTE, CHRISTIAN",REP,7315.85,8221.19,1460
"VAN DREW, JEFF",DEM,1897308.6,1893108.28,1141047.23
"VAN HOLLEN, CHRIS",DEM,0,2920,0
"VAN HOLLEN, CHRIS",DEM,645098.82,803580.29,377957.18
"VAN HOUTEN, TRACY",DEM,122626.12,122626.12,105624.19
"VAN PELT, TONY",REP,7145.65,7145.65,7045.65
"VANCE, CHRIS",REP,20,4110,20
"VANDERMAAS, JAMES",DEM,19204.87,19204.87,17247.5
"VANHELSING, DANIELLE RAVYN MS.",UN,0,0,0
"VANOSTRAN, CORT",DEM,2348347.76,2348132.03,2165382.56
"VARASTEH, RON",DEM,252512.18,251829.18,2512.18
"VARGAS, JUAN CARLOS",DEM,879036.81,887074.58,189678.45
"VARGAS, STEVEN",REP,47325,47315.43,12325
"VAUGHN, SETH MICHAEL",DEM,969.85,969.85,552.43
"VAZQUEZ, CARLOS ALBERTO",REP,0,0,0
"VEASEY, MARC ALLISON MR.",DEM,1500002.86,1409498.33,619033.68
"VELA, FILEMON",DEM,1102565.14,726634.62,435032.35
"VELAZQUEZ, NYDIA M.",DEM,1002969.41,888483.26,359544.62
"VELEY, JONATHAN ALAN",IND,300,62.22,300
"VELTMEYER, JAMES",REP,250657.35,250657.35,92423.58
"VELTMEYER, JAMES",REP,47057.81,48704.69,47057.81
"VENNON, ERIC T",REP,0,0,0
"VERCOLIO-OSMUND, BETH",DEM,13098,98,13098
"VERNON, MONICA W",DEM,3296.69,10140.85,0
"VICE, MITCHELL KENT",DEM,3278,2341,1295
"VIDRINE, HERMAN L",REP,0,499,0
"VILELA, AMY",DEM,198206.51,198206.51,169346.04
"VILLESCAZ, ANGELA",DEM,2535,4154.3,535
"VILORIA-FISHER, VIVIAN M",DEM,281511.39,281511.39,94795.07
"VIPOND, JENNIFER HOPPE DR",REP,47553,48378.83,26300
"VISCLOSKY, PETER J.",DEM,1111399.57,1054010.12,386559.72
"VISCONTI, JOE",REP,7645,732,7645
"VISCONTI, JOSEPH B",REP,0,0,0
"VITALI, GREG",DEM,81458.67,82264.69,76266.26
"VITTER, DAVID B",REP,38474.54,6549,0
"VIVIO, LAVERN",REP,28214.83,28239.53,28214.83
"VIVONI, MIGUEL HERNANDEZ",OTH,0,0,0
"VODVARKA, JOSEPH JOHN",REP,37201.34,35386.86,14000
"VOEHL, CHRISTOPHER L.",DEM,86269.25,37824.24,769.25
"VOGT, DAVID E III",REP,0,0,0
"VOLARIC, DONALD CECIL",REP,0,103.23,0
"VOLOSIN, PETER",DEM,78262.91,78816.99,77962.91
"VOLPATO, JOHNNY SILVIO MR JR",REP,81400.11,81400.11,38472.69
"VOLPE, FRANK PASQUALE JR.",REP,400,598.69,0
"VON BEVERN, RYAN NICHOLAS",DEM,347.02,11.95,97.02
"VROMAN, ROBERT",REP,100,0,100
"VUKMIR, LEAH",REP,5852699.03,5810340.33,5074342.16
"WADE, MICHAEL LEO",REP,7043.26,8162.97,6400
"WADKINS, RANDY MACK DR.",DEM,156935.3,156965.51,153379.59
"WAGER, MICHAEL",DEM,0,10487.92,0
"WAGNER, ANN L.",REP,3056306.73,4196374.44,1533956.73
"WAKELY, THOMAS MR.",DEM,7572.37,7572.37,5572.37
"WALBERG, TIMOTHY L REP",REP,2171371.28,2268491.89,1005225.09
"WALDEN, GREGORY P. MR.",REP,5369529.11,4933476.93,1929739.11
"WALKER, BRADLEY MARK MR.",REP,1328330.9,820098.14,342586.99
"WALKER, EDWARD ALAN",REP,10450,10450,8450
"WALKER, PAUL",DEM,51853.84,50083.19,39719.87
"WALKER, RICK",REP,602161.61,601096.66,105575.17
"WALKER, SCOTT",REP,77423.96,143746.55,355
"WALKER, TAMI LEANE",DEM,41941.12,41979.46,9295
"WALKER, VERNON CHARLES S",DEM,4284.52,4005.59,4184.52
"WALKINSHAW, BRADY PINERO",DEM,4408.99,4635.17,0
"WALL, KATHALEEN MRS.",REP,6213448.49,6213351.28,38716
"WALLACE, HENRY SCOTT",DEM,14181196.89,13544540.43,1231362.16
"WALLACE, NANCY",GRE,33.1,30,32.98
"WALLACK, HOWARD",REP,0,0,0
"WALORSKI SWIHART, JACKIE",REP,2911964.23,2849918.24,1029525.34
"WALTER, ANDREW",REP,0,0,0
"WALTERS, EDDISON T",DEM,15416.31,14124.81,3850
"WALTERS, EDDISON T",REP,15416.31,14124.81,3850
"WALTERS, MARTHA",DEM,68655.53,68655.53,49715.01
"WALTERS, MARY JO",DEM,0,0,0
"WALTERS, MIMI",REP,4937508.77,5280460.18,1368255.77
"WALTON, JOSEPH BUCKLER",LIB,7489.45,7103.07,2739.45
"WALTZ, DARRYL BRENT JR",REP,7144,7144,0
"WALTZ, MICHAEL",REP,2197940.02,2146378.61,1246086.85
"WALZ-ALLEN, MIRANDA",IND,0,0,0
"WALZ, JIM",DEM,15711.48,16905.47,14711.48
"WALZ, TIMOTHY J",DEM,113150.64,155221.8,28196
"WAMPLER, KRIS ANDREW",REP,3180,4886.27,1970
"WANNAMAKER, JOHN K",DEM,93.4,148.25,59.41
"WARD, DANIEL",DEM,958500.33,958500.33,863555.18
"WARD, JIM",REP,7850,7816.48,0
"WARD, JOHN",REP,1230842.13,1227903.27,461425.41
"WARD, KELLI",REP,3373275.28,3424841.8,3231207.9
"WARD, KIM",REP,15500,15500,4500
"WARDLAW, PEGGY",REP,17095,12289.92,3405
"WARNACUT, DAVID",IND,4839,4836,4320
"WARNER, MARK ROBERT",DEM,2934892.94,608040.13,1741571.28
"WARREN, DOMINIC B MR",DEM,867,867,867
"WARREN, ELIZABETH",DEM,25825246.34,19578105.93,21286956.58
"WARREN, MARIA COLLINS",DEM,2177.6,1887.61,1628.4
"WARREN, SETTI",DEM,6750,7222,6750
"WASHABAUGH, BERNARD II",REP,0,0,0
"WASHINGTON, JOHN III",DEM,720,0,720
"WASINGER, ROBERT K",REP,5,0,5
"WASSERMAN SCHULTZ, DEBBIE",DEM,2233841.84,1986789.07,1570604.92
"WATERS, ALLEN RODNEY",IND,2395.86,2971,225
"WATERS, MATT",LIB,69674.2,67556.76,46744.51
"WATERS, MAXINE",DEM,1600229.82,1389065.63,584631.42
"WATKINS, RICHARD LEE III",DEM,5750.36,5750.36,5750.36
"WATKINS, STEVE",REP,1257752.91,1223163.07,504734.99
"WATSON, LIZ",DEM,2534627.98,2518118.51,2197184.78
"WATSON, TODD",REP,64323,64321,28523
"WATTS, RYAN",DEM,340125.01,312666.41,313645.4
"WAXMAN, HENRY A",DEM,9271.75,118888.24,0
"WEAVER, KIMBERLY",DEM,202901.58,201242.61,202901.58
"WEAVER, LAURA ANN",DEM,18395.95,17144.57,2355
"WEBB, JOHN",REP,8600,6334,3600
"WEBBER, DAVID A",IND,7531,7028,1031
"WEBBER, JAY",REP,1669131.56,1646820.97,1345173.04
"WEBER, GEORGE",DEM,17255,17255,2930
"WEBER, LINDA",DEM,387134.63,379308.49,382698.09
"WEBER, RANDY",REP,805426.52,714799.52,484474
"WEBSTER, DANIEL",REP,603631.72,524574.92,445853.04
"WEGMAN, GARY",DEM,89271.53,89110.4,15221.53
"WEGNER, KENNETH A",REP,6777.83,6752.92,3505.83
"WEH, ALLEN",REP,0,4898,0
"WEIDMAN, DAVID WILLIAM",DEM,11232.23,11232.23,11071.39
"WEILAND, KUT FREDERICK",DEM,14372,14030.61,1872
"WEISS, MICHAEL",DEM,10070.75,8798.86,8050.75
"WEISSER, MIKEL",DEM,100,1116.13,100
"WELCH, CASEY BURKE MR.",REP,14846.7,14652.33,1400
"WELCH, PETER",DEM,866353.91,670612.27,190961.95
"WELCH, STEVEN D",REP,0,0,0
"WELCH, STEVEN D",REP,0,0,0
"WELDER, BRENT",DEM,996963.1,996664.33,868956.11
"WELLE, JOSH",DEM,1856255.36,1851243.84,1678470.23
"WELLMAN, HEIDI M",REP,10349.77,10349,46
"WELLS, LAURA",GRE,9438.94,8195.44,7757.44
"WELLS, PETER JOSEPH",LIB,3409,2591,301
"WELLS, STEVEN M",REP,2158,5461.4,0
"WELLS, THOMAS BECKWITH",DEM,0,0,0
"WELLS, TOM BECKWITH DR.",DEM,40326.87,38814.02,9983.27
"WELLS, WILLIAM",REP,57145.75,50852.94,57145.75
"WENKE, LAURENCE RAYMOND",LIB,0,90869,0
"WENSTRUP, BRAD",REP,1459743.12,1603886.18,437696.72
"WEPRIN, DAVID I",DEM,0,4650,0
"WERTIME, DAVID",DEM,140713.02,108934.16,140713.02
"WEST, DAN",DEM,0,0,0
"WEST, HERMAN JR.",REP,22549,17109.52,19049
"WESTBROOK, BRIANNA",DEM,42870.67,38439.89,39170.67
"WESTERGREN, MICHAEL J",DEM,12683,9144,9558
"WESTERMAN, BRUCE",REP,1624216.85,1297141.11,909437.85
"WESTIN, JASON",DEM,620911.73,620911.73,523786.46
"WESTLEY, TIMMY LEE",REP,22531,22942,21218
"WESTMORELAND, BRAD",DEM,2581.95,2581.95,1812.1
"WESTROM, TORREY NORMAN",REP,99.04,10828.78,0
"WEXTON, JENNIFER",DEM,6172951.83,6115334.19,5621825.27
"WHALEN, CHARLES",DEM,27770.12,27770.12,25181.2
"WHALEN, SEAN W",UN,39174.15,39174.15,30883.52
"WHALLON, ANDREW",REP,224.97,2776.97,0
"WHEELER, BRUCE",DEM,32300.15,27163.68,31282.32
"WHEELOCK, TERRY WAYNE",IND,0,0,0
"WHITAKER, DAVID JEFFREY",DEM,0,0,0
"WHITAKER, MATTHEW GEORGE ""MATT""",REP,8800,728,8800
"WHITE, HERMAN",REP,0,38.15,0
"WHITE, MITCHELL",REP,11496,10442.7,4646
"WHITE, TIMOTHY",DEM,10424,19257.3,10424
"WHITEHOUSE, SHELDON II",DEM,5190199.3,5525854.42,3864984.44
"WHITLEY, JOHN MATTHEW",REP,0,0,0
"WHITMIRE, MARC",IND,4180.24,2136.69,3080.24
"WHITNEY, LENAR",REP,0,135,0
"WHITNEY, ROBERT (TOBY)",DEM,105625.94,105037.89,98200.99
"WHITTAKER, MALCOLM EDWIN MR.",REP,11332.39,11312.39,11110
"WHITWELL, ROBERT QUENTIN JR",REP,0,0,0
"WIAND, FRED",DEM,7506,4850,105
"WICKER, ROGER F",REP,6113589.06,5881444.87,3429620.6
"WICKS, MARK L",LIB,6812,8599.6,1812
"WIECZOREK, RONALD LEE",IND,23305,19070,20217
"WIESNER, PATRICK",DEM,0,411,0
"WILCOX, ROCHELLE LYN",DEM,24438,24438,20438
"WILD, SUSAN",DEM,3320188.01,3294280.32,2216364.61
"WILD, WILLIAM R.",DEM,650509,647509.48,577309
"WILDER, SELLUS",DEM,0,0,0
"WILDES, MICHAEL",DEM,32159.21,4271.7,9000
"WILES, MARILYN MS",REP,10020,10019,6520
"WILKINS, BECKY ANDERSON",DEM,323740.74,323740.74,282511.04
"WILLIAMS, AUDRI SCOTT 1955",DEM,35365.02,35210.22,33165.02
"WILLIAMS, ELAINE WHIGHAM",DEM,0,0,0
"WILLIAMS, JARROD M.",IND,0,0,0
"WILLIAMS, JOSHUA DR",DEM,126520.49,127849.65,123553.69
"WILLIAMS, KATHLEEN",DEM,4160972.28,4124015.03,3863400.12
"WILLIAMS, MARK JOAQUIN MR.",DEM,93203.09,93203.09,87431.81
"WILLIAMS, MARTIN L. MR.",REP,0,3163.67,0
"WILLIAMS, REBECCA GENEVIEVE MS",DEM,0,0,0
"WILLIAMS, ROBERT",DEM,26214.29,26667.29,25559.11
"WILLIAMS, ROGER",REP,1651609.99,1647321.88,314764.05
